mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,mp,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,bpm,basic_max_max,advanced_max_max,team,total,home,index_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,mp_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,bpm_opp,basic_max_max_opp,advanced_max_max_opp,team_opp,total_opp,home_opp,season,date,game_id,won
240.0,43.0,90.0,0.478,7.0,28.0,0.25,24.0,34.0,0.706,13.0,32.0,45.0,25.0,9.0,5.0,12.0,17.0,117.0,,,240.0,0.557,0.517,0.311,0.378,26.5,74.4,48.9,58.1,9.0,7.9,10.3,100.0,117.3,107.3,,240.0,240.0,LAL,117,1,0,240.0,42.0,86.0,0.488,6.0,23.0,0.261,17.0,23.0,0.739,11.0,36.0,47.0,32.0,7.0,3.0,14.0,28.0,107.0,,,240.0,0.557,0.523,0.267,0.267,25.6,73.5,51.1,76.2,7.0,4.8,12.7,100.0,107.3,117.3,,240.0,240.0,PHO,107,0,2020,20200101,2020-01-01,True
240.0,43.0,100.0,0.43,20.0,44.0,0.455,12.0,14.0,0.857,18.0,41.0,59.0,21.0,8.0,5.0,11.0,15.0,118.0,,,240.0,0.556,0.53,0.44,0.14,38.3,75.9,58.4,48.8,8.5,10.4,9.4,100.0,125.8,84.2,,240.0,240.0,MEM,118,0,1,240.0,30.0,90.0,0.333,7.0,42.0,0.167,12.0,17.0,0.706,13.0,29.0,42.0,15.0,6.0,4.0,13.0,17.0,79.0,,,240.0,0.405,0.372,0.467,0.189,24.1,61.7,41.6,50.0,6.4,7.1,11.8,100.0,84.2,125.8,,240.0,240.0,BRK,79,1,2020,20200304,2020-03-04,True
240.0,30.0,90.0,0.333,7.0,42.0,0.167,12.0,17.0,0.706,13.0,29.0,42.0,15.0,6.0,4.0,13.0,17.0,79.0,,,240.0,0.405,0.372,0.467,0.189,24.1,61.7,41.6,50.0,6.4,7.1,11.8,100.0,84.2,125.8,,240.0,240.0,BRK,79,1,0,240.0,43.0,100.0,0.43,20.0,44.0,0.455,12.0,14.0,0.857,18.0,41.0,59.0,21.0,8.0,5.0,11.0,15.0,118.0,,,240.0,0.556,0.53,0.44,0.14,38.3,75.9,58.4,48.8,8.5,10.4,9.4,100.0,125.8,84.2,,240.0,240.0,MEM,118,0,2020,20200304,2020-03-04,False
240.0,37.0,83.0,0.446,15.0,38.0,0.395,20.0,24.0,0.833,10.0,29.0,39.0,25.0,5.0,0.0,11.0,15.0,109.0,,,240.0,0.583,0.536,0.458,0.289,22.2,80.6,48.1,67.6,5.4,0.0,10.5,100.0,117.9,114.6,,240.0,240.0,CHO,109,0,1,240.0,41.0,81.0,0.506,13.0,35.0,0.371,11.0,14.0,0.786,7.0,35.0,42.0,26.0,6.0,3.0,14.0,22.0,106.0,,,240.0,0.608,0.586,0.432,0.173,19.4,77.8,51.9,63.4,6.5,6.7,13.8,100.0,114.6,117.9,,240.0,240.0,CLE,106,1,2020,20200102,2020-01-02,True
240.0,41.0,81.0,0.506,13.0,35.0,0.371,11.0,14.0,0.786,7.0,35.0,42.0,26.0,6.0,3.0,14.0,22.0,106.0,,,240.0,0.608,0.586,0.432,0.173,19.4,77.8,51.9,63.4,6.5,6.7,13.8,100.0,114.6,117.9,,240.0,240.0,CLE,106,1,0,240.0,37.0,83.0,0.446,15.0,38.0,0.395,20.0,24.0,0.833,10.0,29.0,39.0,25.0,5.0,0.0,11.0,15.0,109.0,,,240.0,0.583,0.536,0.458,0.289,22.2,80.6,48.1,67.6,5.4,0.0,10.5,100.0,117.9,114.6,,240.0,240.0,CHO,109,0,2020,20200102,2020-01-02,False
240.0,35.0,76.0,0.461,16.0,34.0,0.471,16.0,21.0,0.762,7.0,39.0,46.0,24.0,6.0,4.0,21.0,16.0,102.0,,,240.0,0.598,0.566,0.447,0.276,17.5,78.0,51.1,68.6,6.2,10.3,19.8,100.0,105.8,107.9,,240.0,240.0,OKC,102,0,1,240.0,35.0,88.0,0.398,17.0,49.0,0.347,17.0,19.0,0.895,11.0,33.0,44.0,18.0,11.0,7.0,12.0,24.0,104.0,,,240.0,0.54,0.494,0.557,0.216,22.0,82.5,48.9,51.4,11.4,16.7,11.1,100.0,107.9,105.8,,240.0,240.0,HOU,104,1,2020,20200902,2020-09-02,False
240.0,35.0,88.0,0.398,17.0,49.0,0.347,17.0,19.0,0.895,11.0,33.0,44.0,18.0,11.0,7.0,12.0,24.0,104.0,,,240.0,0.54,0.494,0.557,0.216,22.0,82.5,48.9,51.4,11.4,16.7,11.1,100.0,107.9,105.8,,240.0,240.0,HOU,104,1,0,240.0,35.0,76.0,0.461,16.0,34.0,0.471,16.0,21.0,0.762,7.0,39.0,46.0,24.0,6.0,4.0,21.0,16.0,102.0,,,240.0,0.598,0.566,0.447,0.276,17.5,78.0,51.1,68.6,6.2,10.3,19.8,100.0,105.8,107.9,,240.0,240.0,OKC,102,0,2020,20200902,2020-09-02,True
240.0,32.0,66.0,0.485,13.0,28.0,0.464,23.0,28.0,0.821,5.0,41.0,46.0,21.0,7.0,8.0,20.0,25.0,100.0,,,240.0,0.638,0.583,0.424,0.424,16.7,91.1,61.3,65.6,7.5,25.8,20.3,100.0,107.8,95.9,,240.0,240.0,MIA,100,0,1,240.0,26.0,78.0,0.333,19.0,47.0,0.404,18.0,21.0,0.857,4.0,25.0,29.0,19.0,11.0,2.0,13.0,26.0,89.0,,,240.0,0.51,0.455,0.603,0.269,8.9,83.3,38.7,73.1,11.9,5.3,13.0,100.0,95.9,107.8,,240.0,240.0,WAS,89,1,2020,20200308,2020-03-08,True
240.0,26.0,78.0,0.333,19.0,47.0,0.404,18.0,21.0,0.857,4.0,25.0,29.0,19.0,11.0,2.0,13.0,26.0,89.0,,,240.0,0.51,0.455,0.603,0.269,8.9,83.3,38.7,73.1,11.9,5.3,13.0,100.0,95.9,107.8,,240.0,240.0,WAS,89,1,0,240.0,32.0,66.0,0.485,13.0,28.0,0.464,23.0,28.0,0.821,5.0,41.0,46.0,21.0,7.0,8.0,20.0,25.0,100.0,,,240.0,0.638,0.583,0.424,0.424,16.7,91.1,61.3,65.6,7.5,25.8,20.3,100.0,107.8,95.9,,240.0,240.0,MIA,100,0,2020,20200308,2020-03-08,False
240.0,40.0,84.0,0.476,13.0,41.0,0.317,28.0,31.0,0.903,3.0,36.0,39.0,28.0,10.0,3.0,11.0,24.0,121.0,,,240.0,0.62,0.554,0.488,0.369,7.3,72.0,42.9,70.0,9.5,6.5,10.1,100.0,115.5,107.8,,240.0,240.0,TOR,121,0,1,240.0,40.0,98.0,0.408,14.0,52.0,0.269,19.0,25.0,0.76,14.0,38.0,52.0,34.0,4.0,5.0,15.0,23.0,113.0,,,240.0,0.518,0.48,0.531,0.255,28.0,92.7,57.1,85.0,3.8,11.6,12.1,100.0,107.8,115.5,,240.0,240.0,GSW,113,1,2020,20200305,2020-03-05,True
240.0,40.0,98.0,0.408,14.0,52.0,0.269,19.0,25.0,0.76,14.0,38.0,52.0,34.0,4.0,5.0,15.0,23.0,113.0,,,240.0,0.518,0.48,0.531,0.255,28.0,92.7,57.1,85.0,3.8,11.6,12.1,100.0,107.8,115.5,,240.0,240.0,GSW,113,1,0,240.0,40.0,84.0,0.476,13.0,41.0,0.317,28.0,31.0,0.903,3.0,36.0,39.0,28.0,10.0,3.0,11.0,24.0,121.0,,,240.0,0.62,0.554,0.488,0.369,7.3,72.0,42.9,70.0,9.5,6.5,10.1,100.0,115.5,107.8,,240.0,240.0,TOR,121,0,2020,20200305,2020-03-05,False
290.0,44.0,101.0,0.436,19.0,47.0,0.404,18.0,25.0,0.72,8.0,38.0,46.0,22.0,10.0,8.0,12.0,26.0,125.0,,,290.0,0.558,0.53,0.465,0.248,15.4,73.1,44.2,50.0,9.1,14.8,9.7,100.0,113.8,111.1,,290.0,290.0,TOR,125,0,1,290.0,44.0,100.0,0.44,19.0,46.0,0.413,15.0,18.0,0.833,14.0,44.0,58.0,32.0,5.0,4.0,15.0,25.0,122.0,,,290.0,0.565,0.535,0.46,0.18,26.9,84.6,55.8,72.7,4.6,7.4,12.2,100.0,111.1,113.8,,290.0,290.0,BOS,122,1,2020,20200909,2020-09-09,True
290.0,44.0,100.0,0.44,19.0,46.0,0.413,15.0,18.0,0.833,14.0,44.0,58.0,32.0,5.0,4.0,15.0,25.0,122.0,,,290.0,0.565,0.535,0.46,0.18,26.9,84.6,55.8,72.7,4.6,7.4,12.2,100.0,111.1,113.8,,290.0,290.0,BOS,122,1,0,290.0,44.0,101.0,0.436,19.0,47.0,0.404,18.0,25.0,0.72,8.0,38.0,46.0,22.0,10.0,8.0,12.0,26.0,125.0,,,290.0,0.558,0.53,0.465,0.248,15.4,73.1,44.2,50.0,9.1,14.8,9.7,100.0,113.8,111.1,,290.0,290.0,TOR,125,0,2020,20200909,2020-09-09,False
240.0,33.0,79.0,0.418,8.0,28.0,0.286,22.0,30.0,0.733,9.0,32.0,41.0,19.0,7.0,5.0,9.0,26.0,96.0,,,240.0,0.521,0.468,0.354,0.38,21.4,86.5,51.9,57.6,8.0,12.2,8.9,100.0,109.1,96.6,,240.0,240.0,LAC,96,0,1,240.0,27.0,68.0,0.397,9.0,27.0,0.333,22.0,26.0,0.846,5.0,33.0,38.0,19.0,4.0,5.0,14.0,25.0,85.0,,,240.0,0.535,0.463,0.397,0.382,13.5,78.6,48.1,70.4,4.5,9.8,15.0,100.0,96.6,109.1,,240.0,240.0,DEN,85,1,2020,20200909,2020-09-09,True
240.0,27.0,68.0,0.397,9.0,27.0,0.333,22.0,26.0,0.846,5.0,33.0,38.0,19.0,4.0,5.0,14.0,25.0,85.0,,,240.0,0.535,0.463,0.397,0.382,13.5,78.6,48.1,70.4,4.5,9.8,15.0,100.0,96.6,109.1,,240.0,240.0,DEN,85,1,0,240.0,33.0,79.0,0.418,8.0,28.0,0.286,22.0,30.0,0.733,9.0,32.0,41.0,19.0,7.0,5.0,9.0,26.0,96.0,,,240.0,0.521,0.468,0.354,0.38,21.4,86.5,51.9,57.6,8.0,12.2,8.9,100.0,109.1,96.6,,240.0,240.0,LAC,96,0,2020,20200909,2020-09-09,False
240.0,43.0,78.0,0.551,10.0,30.0,0.333,16.0,23.0,0.696,9.0,34.0,43.0,25.0,6.0,6.0,13.0,15.0,112.0,,,240.0,0.635,0.615,0.385,0.295,27.3,85.0,58.9,58.1,6.7,11.8,12.9,100.0,125.4,114.2,,240.0,240.0,LAL,112,0,1,240.0,38.0,81.0,0.469,12.0,30.0,0.4,14.0,14.0,1.0,6.0,24.0,30.0,23.0,8.0,1.0,9.0,18.0,102.0,,,240.0,0.585,0.543,0.37,0.173,15.0,72.7,41.1,60.5,9.0,2.1,9.4,100.0,114.2,125.4,,240.0,240.0,HOU,102,1,2020,20200908,2020-09-08,True
240.0,38.0,81.0,0.469,12.0,30.0,0.4,14.0,14.0,1.0,6.0,24.0,30.0,23.0,8.0,1.0,9.0,18.0,102.0,,,240.0,0.585,0.543,0.37,0.173,15.0,72.7,41.1,60.5,9.0,2.1,9.4,100.0,114.2,125.4,,240.0,240.0,HOU,102,1,0,240.0,43.0,78.0,0.551,10.0,30.0,0.333,16.0,23.0,0.696,9.0,34.0,43.0,25.0,6.0,6.0,13.0,15.0,112.0,,,240.0,0.635,0.615,0.385,0.295,27.3,85.0,58.9,58.1,6.7,11.8,12.9,100.0,125.4,114.2,,240.0,240.0,LAL,112,0,2020,20200908,2020-09-08,False
240.0,41.0,91.0,0.451,15.0,40.0,0.375,13.0,17.0,0.765,14.0,31.0,45.0,18.0,9.0,8.0,12.0,23.0,110.0,,,240.0,0.558,0.533,0.44,0.187,29.8,62.0,46.4,43.9,9.5,14.3,10.9,100.0,116.2,106.7,,240.0,240.0,DEN,110,0,1,240.0,36.0,88.0,0.409,9.0,32.0,0.281,20.0,29.0,0.69,19.0,33.0,52.0,20.0,9.0,4.0,17.0,17.0,101.0,,,240.0,0.501,0.46,0.364,0.33,38.0,70.2,53.6,55.6,9.5,7.8,14.4,100.0,106.7,116.2,,240.0,240.0,LAC,101,1,2020,20200905,2020-09-05,True
240.0,36.0,88.0,0.409,9.0,32.0,0.281,20.0,29.0,0.69,19.0,33.0,52.0,20.0,9.0,4.0,17.0,17.0,101.0,,,240.0,0.501,0.46,0.364,0.33,38.0,70.2,53.6,55.6,9.5,7.8,14.4,100.0,106.7,116.2,,240.0,240.0,LAC,101,1,0,240.0,41.0,91.0,0.451,15.0,40.0,0.375,13.0,17.0,0.765,14.0,31.0,45.0,18.0,9.0,8.0,12.0,23.0,110.0,,,240.0,0.558,0.533,0.44,0.187,29.8,62.0,46.4,43.9,9.5,14.3,10.9,100.0,116.2,106.7,,240.0,240.0,DEN,110,0,2020,20200905,2020-09-05,False
240.0,37.0,94.0,0.394,10.0,32.0,0.313,9.0,15.0,0.6,10.0,37.0,47.0,17.0,4.0,5.0,8.0,11.0,93.0,,,240.0,0.462,0.447,0.34,0.16,17.9,80.4,46.1,45.9,4.1,8.1,7.4,100.0,94.4,118.8,,240.0,240.0,POR,93,0,1,240.0,47.0,98.0,0.48,14.0,36.0,0.389,9.0,14.0,0.643,9.0,46.0,55.0,29.0,3.0,6.0,7.0,14.0,117.0,,,240.0,0.562,0.551,0.367,0.143,19.6,82.1,53.9,61.7,3.0,9.7,6.3,100.0,118.8,94.4,,240.0,240.0,NYK,117,1,2020,20200101,2020-01-01,False
240.0,47.0,98.0,0.48,14.0,36.0,0.389,9.0,14.0,0.643,9.0,46.0,55.0,29.0,3.0,6.0,7.0,14.0,117.0,,,240.0,0.562,0.551,0.367,0.143,19.6,82.1,53.9,61.7,3.0,9.7,6.3,100.0,118.8,94.4,,240.0,240.0,NYK,117,1,0,240.0,37.0,94.0,0.394,10.0,32.0,0.313,9.0,15.0,0.6,10.0,37.0,47.0,17.0,4.0,5.0,8.0,11.0,93.0,,,240.0,0.462,0.447,0.34,0.16,17.9,80.4,46.1,45.9,4.1,8.1,7.4,100.0,94.4,118.8,,240.0,240.0,POR,93,0,2020,20200101,2020-01-01,True
265.0,40.0,85.0,0.471,16.0,36.0,0.444,21.0,28.0,0.75,7.0,34.0,41.0,32.0,6.0,6.0,12.0,23.0,117.0,,,265.0,0.601,0.565,0.424,0.329,18.4,85.0,52.6,80.0,6.0,13.0,11.0,100.0,117.8,114.8,,265.0,265.0,MIA,117,0,1,265.0,39.0,88.0,0.443,15.0,42.0,0.357,21.0,23.0,0.913,6.0,31.0,37.0,24.0,9.0,6.0,10.0,25.0,114.0,,,265.0,0.581,0.528,0.477,0.261,15.0,81.6,47.4,61.5,9.1,12.2,9.2,100.0,114.8,117.8,,265.0,265.0,BOS,114,1,2020,20200915,2020-09-15,True
265.0,39.0,88.0,0.443,15.0,42.0,0.357,21.0,23.0,0.913,6.0,31.0,37.0,24.0,9.0,6.0,10.0,25.0,114.0,,,265.0,0.581,0.528,0.477,0.261,15.0,81.6,47.4,61.5,9.1,12.2,9.2,100.0,114.8,117.8,,265.0,265.0,BOS,114,1,0,265.0,40.0,85.0,0.471,16.0,36.0,0.444,21.0,28.0,0.75,7.0,34.0,41.0,32.0,6.0,6.0,12.0,23.0,117.0,,,265.0,0.601,0.565,0.424,0.329,18.4,85.0,52.6,80.0,6.0,13.0,11.0,100.0,117.8,114.8,,265.0,265.0,MIA,117,0,2020,20200915,2020-09-15,False
240.0,37.0,89.0,0.416,12.0,43.0,0.279,17.0,23.0,0.739,5.0,40.0,45.0,22.0,8.0,1.0,19.0,32.0,103.0,,,240.0,0.52,0.483,0.483,0.258,10.6,80.0,46.4,59.5,7.2,1.7,16.1,100.0,92.7,101.7,,240.0,240.0,MIL,103,0,1,240.0,38.0,91.0,0.418,6.0,32.0,0.188,31.0,38.0,0.816,10.0,42.0,52.0,19.0,11.0,4.0,16.0,27.0,113.0,,,240.0,0.525,0.451,0.352,0.418,20.0,89.4,53.6,50.0,9.9,8.7,12.9,100.0,101.7,92.7,,240.0,240.0,LAL,113,1,2020,20200306,2020-03-06,False
240.0,38.0,91.0,0.418,6.0,32.0,0.188,31.0,38.0,0.816,10.0,42.0,52.0,19.0,11.0,4.0,16.0,27.0,113.0,,,240.0,0.525,0.451,0.352,0.418,20.0,89.4,53.6,50.0,9.9,8.7,12.9,100.0,101.7,92.7,,240.0,240.0,LAL,113,1,0,240.0,37.0,89.0,0.416,12.0,43.0,0.279,17.0,23.0,0.739,5.0,40.0,45.0,22.0,8.0,1.0,19.0,32.0,103.0,,,240.0,0.52,0.483,0.483,0.258,10.6,80.0,46.4,59.5,7.2,1.7,16.1,100.0,92.7,101.7,,240.0,240.0,MIL,103,0,2020,20200306,2020-03-06,True
240.0,37.0,76.0,0.487,11.0,30.0,0.367,17.0,22.0,0.773,7.0,35.0,42.0,24.0,5.0,6.0,17.0,17.0,102.0,,,240.0,0.595,0.559,0.395,0.289,18.9,70.0,48.3,64.9,5.4,10.3,16.6,100.0,109.4,105.1,,240.0,240.0,UTA,102,0,1,240.0,37.0,94.0,0.394,11.0,36.0,0.306,13.0,17.0,0.765,15.0,30.0,45.0,22.0,8.0,5.0,10.0,15.0,98.0,,,240.0,0.483,0.452,0.383,0.181,30.0,81.1,51.7,59.5,8.6,10.9,9.0,100.0,105.1,109.4,,240.0,240.0,CHI,98,1,2020,20200102,2020-01-02,True
240.0,37.0,94.0,0.394,11.0,36.0,0.306,13.0,17.0,0.765,15.0,30.0,45.0,22.0,8.0,5.0,10.0,15.0,98.0,,,240.0,0.483,0.452,0.383,0.181,30.0,81.1,51.7,59.5,8.6,10.9,9.0,100.0,105.1,109.4,,240.0,240.0,CHI,98,1,0,240.0,37.0,76.0,0.487,11.0,30.0,0.367,17.0,22.0,0.773,7.0,35.0,42.0,24.0,5.0,6.0,17.0,17.0,102.0,,,240.0,0.595,0.559,0.395,0.289,18.9,70.0,48.3,64.9,5.4,10.3,16.6,100.0,109.4,105.1,,240.0,240.0,UTA,102,0,2020,20200102,2020-01-02,False
240.0,43.0,87.0,0.494,13.0,32.0,0.406,18.0,24.0,0.75,9.0,30.0,39.0,26.0,6.0,6.0,16.0,19.0,117.0,,,240.0,0.6,0.569,0.368,0.276,22.0,66.7,45.3,60.5,6.1,12.2,14.1,100.0,119.1,129.3,,240.0,240.0,POR,117,0,1,240.0,45.0,91.0,0.495,19.0,42.0,0.452,18.0,19.0,0.947,15.0,32.0,47.0,29.0,9.0,4.0,12.0,22.0,127.0,,,240.0,0.639,0.599,0.462,0.209,33.3,78.0,54.7,64.4,9.2,7.3,10.8,100.0,129.3,119.1,,240.0,240.0,PHO,127,1,2020,20200306,2020-03-06,False
240.0,45.0,91.0,0.495,19.0,42.0,0.452,18.0,19.0,0.947,15.0,32.0,47.0,29.0,9.0,4.0,12.0,22.0,127.0,,,240.0,0.639,0.599,0.462,0.209,33.3,78.0,54.7,64.4,9.2,7.3,10.8,100.0,129.3,119.1,,240.0,240.0,PHO,127,1,0,240.0,43.0,87.0,0.494,13.0,32.0,0.406,18.0,24.0,0.75,9.0,30.0,39.0,26.0,6.0,6.0,16.0,19.0,117.0,,,240.0,0.6,0.569,0.368,0.276,22.0,66.7,45.3,60.5,6.1,12.2,14.1,100.0,119.1,129.3,,240.0,240.0,POR,117,0,2020,20200306,2020-03-06,True
240.0,40.0,86.0,0.465,11.0,30.0,0.367,21.0,26.0,0.808,13.0,36.0,49.0,16.0,10.0,7.0,11.0,20.0,112.0,,,240.0,0.575,0.529,0.349,0.302,28.3,67.9,49.5,40.0,10.8,13.7,10.1,100.0,120.9,114.4,,240.0,240.0,BOS,112,0,1,240.0,39.0,89.0,0.438,13.0,38.0,0.342,15.0,20.0,0.75,17.0,33.0,50.0,24.0,6.0,2.0,12.0,19.0,106.0,,,240.0,0.542,0.511,0.427,0.225,32.1,71.7,50.5,61.5,6.5,3.6,10.9,100.0,114.4,120.9,,240.0,240.0,CLE,106,1,2020,20200304,2020-03-04,True
240.0,39.0,89.0,0.438,13.0,38.0,0.342,15.0,20.0,0.75,17.0,33.0,50.0,24.0,6.0,2.0,12.0,19.0,106.0,,,240.0,0.542,0.511,0.427,0.225,32.1,71.7,50.5,61.5,6.5,3.6,10.9,100.0,114.4,120.9,,240.0,240.0,CLE,106,1,0,240.0,40.0,86.0,0.465,11.0,30.0,0.367,21.0,26.0,0.808,13.0,36.0,49.0,16.0,10.0,7.0,11.0,20.0,112.0,,,240.0,0.575,0.529,0.349,0.302,28.3,67.9,49.5,40.0,10.8,13.7,10.1,100.0,120.9,114.4,,240.0,240.0,BOS,112,0,2020,20200304,2020-03-04,False
240.0,50.0,97.0,0.515,13.0,35.0,0.371,9.0,10.0,0.9,6.0,30.0,36.0,23.0,9.0,10.0,13.0,26.0,122.0,,,240.0,0.602,0.582,0.361,0.103,14.0,66.7,40.9,46.0,8.5,15.9,11.4,100.0,115.3,107.8,,240.0,240.0,LAL,122,0,1,240.0,40.0,95.0,0.421,7.0,32.0,0.219,27.0,33.0,0.818,15.0,37.0,52.0,24.0,7.0,3.0,16.0,11.0,114.0,,,240.0,0.52,0.458,0.337,0.347,33.3,86.0,59.1,60.0,6.6,4.8,12.7,100.0,107.8,115.3,,240.0,240.0,NOP,114,1,2020,20200301,2020-03-01,True
240.0,40.0,95.0,0.421,7.0,32.0,0.219,27.0,33.0,0.818,15.0,37.0,52.0,24.0,7.0,3.0,16.0,11.0,114.0,,,240.0,0.52,0.458,0.337,0.347,33.3,86.0,59.1,60.0,6.6,4.8,12.7,100.0,107.8,115.3,,240.0,240.0,NOP,114,1,0,240.0,50.0,97.0,0.515,13.0,35.0,0.371,9.0,10.0,0.9,6.0,30.0,36.0,23.0,9.0,10.0,13.0,26.0,122.0,,,240.0,0.602,0.582,0.361,0.103,14.0,66.7,40.9,46.0,8.5,15.9,11.4,100.0,115.3,107.8,,240.0,240.0,LAL,122,0,2020,20200301,2020-03-01,False
240.0,33.0,77.0,0.429,3.0,20.0,0.15,15.0,21.0,0.714,7.0,36.0,43.0,20.0,9.0,1.0,16.0,20.0,84.0,,,240.0,0.487,0.448,0.26,0.273,16.7,67.9,45.3,60.6,9.6,1.9,15.6,100.0,89.5,105.4,,240.0,240.0,GSW,84,0,1,240.0,38.0,95.0,0.4,13.0,43.0,0.302,10.0,17.0,0.588,17.0,35.0,52.0,22.0,7.0,7.0,12.0,20.0,99.0,,,240.0,0.483,0.468,0.453,0.179,32.1,83.3,54.7,57.9,7.5,12.3,10.5,100.0,105.4,89.5,,240.0,240.0,MIN,99,1,2020,20200102,2020-01-02,False
240.0,38.0,95.0,0.4,13.0,43.0,0.302,10.0,17.0,0.588,17.0,35.0,52.0,22.0,7.0,7.0,12.0,20.0,99.0,,,240.0,0.483,0.468,0.453,0.179,32.1,83.3,54.7,57.9,7.5,12.3,10.5,100.0,105.4,89.5,,240.0,240.0,MIN,99,1,0,240.0,33.0,77.0,0.429,3.0,20.0,0.15,15.0,21.0,0.714,7.0,36.0,43.0,20.0,9.0,1.0,16.0,20.0,84.0,,,240.0,0.487,0.448,0.26,0.273,16.7,67.9,45.3,60.6,9.6,1.9,15.6,100.0,89.5,105.4,,240.0,240.0,GSW,84,0,2020,20200102,2020-01-02,True
240.0,47.0,96.0,0.49,12.0,31.0,0.387,20.0,25.0,0.8,10.0,28.0,38.0,26.0,8.0,6.0,4.0,18.0,126.0,,,240.0,0.589,0.552,0.323,0.26,22.2,68.3,44.2,55.3,8.3,9.0,3.6,100.0,130.4,106.6,,240.0,240.0,OKC,126,0,1,240.0,41.0,91.0,0.451,4.0,24.0,0.167,17.0,22.0,0.773,13.0,35.0,48.0,19.0,4.0,8.0,12.0,20.0,103.0,,,240.0,0.512,0.473,0.264,0.242,31.7,77.8,55.8,46.3,4.1,12.3,10.6,100.0,106.6,130.4,,240.0,240.0,NYK,103,1,2020,20200306,2020-03-06,True
240.0,41.0,91.0,0.451,4.0,24.0,0.167,17.0,22.0,0.773,13.0,35.0,48.0,19.0,4.0,8.0,12.0,20.0,103.0,,,240.0,0.512,0.473,0.264,0.242,31.7,77.8,55.8,46.3,4.1,12.3,10.6,100.0,106.6,130.4,,240.0,240.0,NYK,103,1,0,240.0,47.0,96.0,0.49,12.0,31.0,0.387,20.0,25.0,0.8,10.0,28.0,38.0,26.0,8.0,6.0,4.0,18.0,126.0,,,240.0,0.589,0.552,0.323,0.26,22.2,68.3,44.2,55.3,8.3,9.0,3.6,100.0,130.4,106.6,,240.0,240.0,OKC,126,0,2020,20200306,2020-03-06,False
265.0,45.0,92.0,0.489,11.0,35.0,0.314,17.0,22.0,0.773,9.0,37.0,46.0,25.0,10.0,4.0,12.0,20.0,118.0,,,265.0,0.58,0.549,0.38,0.239,20.5,86.0,52.9,55.6,9.6,9.3,10.6,100.0,113.4,110.6,,265.0,265.0,MIL,118,0,1,265.0,40.0,90.0,0.444,17.0,47.0,0.362,18.0,20.0,0.9,6.0,35.0,41.0,33.0,8.0,1.0,15.0,18.0,115.0,,,265.0,0.582,0.539,0.522,0.222,14.0,79.5,47.1,82.5,7.7,1.8,13.2,100.0,110.6,113.4,,265.0,265.0,MIA,115,1,2020,20200906,2020-09-06,True
265.0,40.0,90.0,0.444,17.0,47.0,0.362,18.0,20.0,0.9,6.0,35.0,41.0,33.0,8.0,1.0,15.0,18.0,115.0,,,265.0,0.582,0.539,0.522,0.222,14.0,79.5,47.1,82.5,7.7,1.8,13.2,100.0,110.6,113.4,,265.0,265.0,MIA,115,1,0,265.0,45.0,92.0,0.489,11.0,35.0,0.314,17.0,22.0,0.773,9.0,37.0,46.0,25.0,10.0,4.0,12.0,20.0,118.0,,,265.0,0.58,0.549,0.38,0.239,20.5,86.0,52.9,55.6,9.6,9.3,10.6,100.0,113.4,110.6,,265.0,265.0,MIL,118,0,2020,20200906,2020-09-06,False
240.0,38.0,80.0,0.475,11.0,32.0,0.344,17.0,20.0,0.85,6.0,27.0,33.0,25.0,12.0,5.0,10.0,16.0,104.0,,,240.0,0.586,0.544,0.4,0.25,15.8,65.9,41.8,65.8,13.2,9.4,10.1,100.0,114.7,113.6,,240.0,240.0,SAS,104,0,1,240.0,39.0,82.0,0.476,12.0,29.0,0.414,13.0,18.0,0.722,14.0,32.0,46.0,25.0,4.0,2.0,17.0,16.0,103.0,,,240.0,0.573,0.549,0.354,0.22,34.1,84.2,58.2,64.1,4.4,4.2,15.9,100.0,113.6,114.7,,240.0,240.0,CHO,103,1,2020,20200303,2020-03-03,True
240.0,39.0,82.0,0.476,12.0,29.0,0.414,13.0,18.0,0.722,14.0,32.0,46.0,25.0,4.0,2.0,17.0,16.0,103.0,,,240.0,0.573,0.549,0.354,0.22,34.1,84.2,58.2,64.1,4.4,4.2,15.9,100.0,113.6,114.7,,240.0,240.0,CHO,103,1,0,240.0,38.0,80.0,0.475,11.0,32.0,0.344,17.0,20.0,0.85,6.0,27.0,33.0,25.0,12.0,5.0,10.0,16.0,104.0,,,240.0,0.586,0.544,0.4,0.25,15.8,65.9,41.8,65.8,13.2,9.4,10.1,100.0,114.7,113.6,,240.0,240.0,SAS,104,0,2020,20200303,2020-03-03,False
