mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,mp,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,bpm,basic_max_max,advanced_max_max,team,total,home,index_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,mp_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,bpm_opp,basic_max_max_opp,advanced_max_max_opp,team_opp,total_opp,home_opp,season,date,game_id,won
240.0,33.0,80.0,0.413,18.0,42.0,0.429,16.0,24.0,0.667,7.0,35.0,42.0,23.0,6.0,4.0,14.0,25.0,100.0,,,240.0,0.552,0.525,0.525,0.3,17.1,67.3,45.2,69.7,6.4,7.1,13.4,100.0,106.7,113.1,,240.0,240.0,DET,100,0,1,240.0,37.0,91.0,0.407,9.0,35.0,0.257,23.0,26.0,0.885,17.0,34.0,51.0,18.0,8.0,7.0,10.0,20.0,106.0,,,240.0,0.517,0.456,0.385,0.286,32.7,82.9,54.8,48.6,8.5,18.4,8.9,100.0,113.1,106.7,,240.0,240.0,SAC,106,1,2020,20200301,2020-03-01,False
240.0,37.0,91.0,0.407,9.0,35.0,0.257,23.0,26.0,0.885,17.0,34.0,51.0,18.0,8.0,7.0,10.0,20.0,106.0,,,240.0,0.517,0.456,0.385,0.286,32.7,82.9,54.8,48.6,8.5,18.4,8.9,100.0,113.1,106.7,,240.0,240.0,SAC,106,1,0,240.0,33.0,80.0,0.413,18.0,42.0,0.429,16.0,24.0,0.667,7.0,35.0,42.0,23.0,6.0,4.0,14.0,25.0,100.0,,,240.0,0.552,0.525,0.525,0.3,17.1,67.3,45.2,69.7,6.4,7.1,13.4,100.0,106.7,113.1,,240.0,240.0,DET,100,0,2020,20200301,2020-03-01,True
265.0,43.0,100.0,0.43,14.0,49.0,0.286,29.0,38.0,0.763,22.0,41.0,63.0,22.0,7.0,6.0,20.0,26.0,129.0,,,265.0,0.553,0.5,0.49,0.38,43.1,75.9,60.0,51.2,6.3,11.1,14.6,100.0,116.8,108.7,,265.0,265.0,BRK,129,0,1,265.0,44.0,103.0,0.427,15.0,49.0,0.306,17.0,23.0,0.739,13.0,29.0,42.0,24.0,10.0,6.0,15.0,30.0,120.0,,,265.0,0.53,0.5,0.476,0.223,24.1,56.9,40.0,54.5,9.1,11.8,11.7,100.0,108.7,116.8,,265.0,265.0,BOS,120,1,2020,20200303,2020-03-03,True
265.0,44.0,103.0,0.427,15.0,49.0,0.306,17.0,23.0,0.739,13.0,29.0,42.0,24.0,10.0,6.0,15.0,30.0,120.0,,,265.0,0.53,0.5,0.476,0.223,24.1,56.9,40.0,54.5,9.1,11.8,11.7,100.0,108.7,116.8,,265.0,265.0,BOS,120,1,0,265.0,43.0,100.0,0.43,14.0,49.0,0.286,29.0,38.0,0.763,22.0,41.0,63.0,22.0,7.0,6.0,20.0,26.0,129.0,,,265.0,0.553,0.5,0.49,0.38,43.1,75.9,60.0,51.2,6.3,11.1,14.6,100.0,116.8,108.7,,265.0,265.0,BRK,129,0,2020,20200303,2020-03-03,False
240.0,42.0,82.0,0.512,18.0,41.0,0.439,14.0,22.0,0.636,5.0,30.0,35.0,31.0,8.0,3.0,11.0,23.0,116.0,,,240.0,0.633,0.622,0.5,0.268,12.8,61.2,39.8,73.8,8.5,4.5,10.7,100.0,122.9,105.9,,240.0,240.0,GSW,116,0,1,240.0,39.0,87.0,0.448,3.0,20.0,0.15,19.0,26.0,0.731,19.0,34.0,53.0,22.0,6.0,5.0,15.0,26.0,100.0,,,240.0,0.508,0.466,0.23,0.299,38.8,87.2,60.2,56.4,6.4,12.2,13.2,100.0,105.9,122.9,,240.0,240.0,DEN,100,1,2020,20200303,2020-03-03,True
240.0,39.0,87.0,0.448,3.0,20.0,0.15,19.0,26.0,0.731,19.0,34.0,53.0,22.0,6.0,5.0,15.0,26.0,100.0,,,240.0,0.508,0.466,0.23,0.299,38.8,87.2,60.2,56.4,6.4,12.2,13.2,100.0,105.9,122.9,,240.0,240.0,DEN,100,1,0,240.0,42.0,82.0,0.512,18.0,41.0,0.439,14.0,22.0,0.636,5.0,30.0,35.0,31.0,8.0,3.0,11.0,23.0,116.0,,,240.0,0.633,0.622,0.5,0.268,12.8,61.2,39.8,73.8,8.5,4.5,10.7,100.0,122.9,105.9,,240.0,240.0,GSW,116,0,2020,20200303,2020-03-03,False
240.0,39.0,83.0,0.47,14.0,39.0,0.359,5.0,8.0,0.625,3.0,37.0,40.0,23.0,6.0,4.0,15.0,20.0,97.0,,,240.0,0.561,0.554,0.47,0.096,7.1,74.0,43.5,59.0,6.1,7.0,14.8,100.0,99.4,115.8,,240.0,240.0,DEN,97,0,1,240.0,42.0,92.0,0.457,12.0,35.0,0.343,17.0,23.0,0.739,13.0,39.0,52.0,23.0,9.0,2.0,10.0,14.0,113.0,,,240.0,0.553,0.522,0.38,0.25,26.0,92.9,56.5,54.8,9.2,4.5,8.9,100.0,115.8,99.4,,240.0,240.0,DAL,113,1,2020,20200311,2020-03-11,False
240.0,42.0,92.0,0.457,12.0,35.0,0.343,17.0,23.0,0.739,13.0,39.0,52.0,23.0,9.0,2.0,10.0,14.0,113.0,,,240.0,0.553,0.522,0.38,0.25,26.0,92.9,56.5,54.8,9.2,4.5,8.9,100.0,115.8,99.4,,240.0,240.0,DAL,113,1,0,240.0,39.0,83.0,0.47,14.0,39.0,0.359,5.0,8.0,0.625,3.0,37.0,40.0,23.0,6.0,4.0,15.0,20.0,97.0,,,240.0,0.561,0.554,0.47,0.096,7.1,74.0,43.5,59.0,6.1,7.0,14.8,100.0,99.4,115.8,,240.0,240.0,DEN,97,0,2020,20200311,2020-03-11,True
240.0,40.0,84.0,0.476,12.0,42.0,0.286,15.0,20.0,0.75,9.0,35.0,44.0,26.0,9.0,5.0,16.0,20.0,107.0,,,240.0,0.577,0.548,0.5,0.238,23.1,74.5,51.2,65.0,9.1,8.6,14.7,100.0,107.9,109.9,,240.0,240.0,DAL,107,0,1,240.0,44.0,94.0,0.468,10.0,36.0,0.278,11.0,17.0,0.647,12.0,30.0,42.0,24.0,7.0,5.0,14.0,21.0,109.0,,,240.0,0.537,0.521,0.383,0.181,25.5,76.9,48.8,54.5,7.1,11.9,12.1,100.0,109.9,107.9,,240.0,240.0,CHI,109,1,2020,20200302,2020-03-02,False
240.0,44.0,94.0,0.468,10.0,36.0,0.278,11.0,17.0,0.647,12.0,30.0,42.0,24.0,7.0,5.0,14.0,21.0,109.0,,,240.0,0.537,0.521,0.383,0.181,25.5,76.9,48.8,54.5,7.1,11.9,12.1,100.0,109.9,107.9,,240.0,240.0,CHI,109,1,0,240.0,40.0,84.0,0.476,12.0,42.0,0.286,15.0,20.0,0.75,9.0,35.0,44.0,26.0,9.0,5.0,16.0,20.0,107.0,,,240.0,0.577,0.548,0.5,0.238,23.1,74.5,51.2,65.0,9.1,8.6,14.7,100.0,107.9,109.9,,240.0,240.0,DAL,107,0,2020,20200302,2020-03-02,True
240.0,44.0,90.0,0.489,11.0,35.0,0.314,21.0,31.0,0.677,10.0,44.0,54.0,28.0,7.0,5.0,25.0,23.0,120.0,,,240.0,0.579,0.55,0.389,0.344,23.3,83.0,56.3,63.6,6.1,8.2,19.4,100.0,104.8,93.5,,240.0,240.0,NOP,120,0,1,240.0,37.0,94.0,0.394,8.0,33.0,0.242,25.0,31.0,0.806,9.0,33.0,42.0,20.0,15.0,3.0,17.0,23.0,107.0,,,240.0,0.497,0.436,0.351,0.33,17.0,76.7,43.8,54.1,13.1,5.5,13.6,100.0,93.5,104.8,,240.0,240.0,MIN,107,1,2020,20200308,2020-03-08,True
240.0,37.0,94.0,0.394,8.0,33.0,0.242,25.0,31.0,0.806,9.0,33.0,42.0,20.0,15.0,3.0,17.0,23.0,107.0,,,240.0,0.497,0.436,0.351,0.33,17.0,76.7,43.8,54.1,13.1,5.5,13.6,100.0,93.5,104.8,,240.0,240.0,MIN,107,1,0,240.0,44.0,90.0,0.489,11.0,35.0,0.314,21.0,31.0,0.677,10.0,44.0,54.0,28.0,7.0,5.0,25.0,23.0,120.0,,,240.0,0.579,0.55,0.389,0.344,23.3,83.0,56.3,63.6,6.1,8.2,19.4,100.0,104.8,93.5,,240.0,240.0,NOP,120,0,2020,20200308,2020-03-08,False
240.0,46.0,87.0,0.529,8.0,27.0,0.296,24.0,27.0,0.889,15.0,32.0,47.0,27.0,7.0,2.0,10.0,21.0,124.0,,,240.0,0.627,0.575,0.31,0.31,37.5,78.0,58.0,58.7,7.6,3.6,9.2,100.0,135.4,126.6,,240.0,240.0,DEN,124,0,1,240.0,43.0,82.0,0.524,12.0,26.0,0.462,18.0,25.0,0.72,9.0,25.0,34.0,32.0,7.0,3.0,9.0,21.0,116.0,,,240.0,0.624,0.598,0.317,0.305,22.0,62.5,42.0,74.4,7.6,5.0,8.8,100.0,126.6,135.4,,240.0,240.0,IND,116,1,2020,20200102,2020-01-02,True
240.0,43.0,82.0,0.524,12.0,26.0,0.462,18.0,25.0,0.72,9.0,25.0,34.0,32.0,7.0,3.0,9.0,21.0,116.0,,,240.0,0.624,0.598,0.317,0.305,22.0,62.5,42.0,74.4,7.6,5.0,8.8,100.0,126.6,135.4,,240.0,240.0,IND,116,1,0,240.0,46.0,87.0,0.529,8.0,27.0,0.296,24.0,27.0,0.889,15.0,32.0,47.0,27.0,7.0,2.0,10.0,21.0,124.0,,,240.0,0.627,0.575,0.31,0.31,37.5,78.0,58.0,58.7,7.6,3.6,9.2,100.0,135.4,126.6,,240.0,240.0,DEN,124,0,2020,20200102,2020-01-02,False
240.0,37.0,82.0,0.451,17.0,34.0,0.5,18.0,22.0,0.818,15.0,35.0,50.0,20.0,7.0,4.0,14.0,9.0,109.0,,,240.0,0.594,0.555,0.415,0.268,35.7,79.5,58.1,54.1,7.9,10.0,13.2,100.0,122.4,110.0,,240.0,240.0,CHO,109,0,1,240.0,39.0,84.0,0.464,15.0,44.0,0.341,5.0,6.0,0.833,9.0,27.0,36.0,32.0,8.0,5.0,14.0,17.0,98.0,,,240.0,0.566,0.554,0.524,0.071,20.5,64.3,41.9,82.1,9.0,10.4,13.9,100.0,110.0,122.4,,240.0,240.0,MIA,98,1,2020,20200311,2020-03-11,True
240.0,39.0,84.0,0.464,15.0,44.0,0.341,5.0,6.0,0.833,9.0,27.0,36.0,32.0,8.0,5.0,14.0,17.0,98.0,,,240.0,0.566,0.554,0.524,0.071,20.5,64.3,41.9,82.1,9.0,10.4,13.9,100.0,110.0,122.4,,240.0,240.0,MIA,98,1,0,240.0,37.0,82.0,0.451,17.0,34.0,0.5,18.0,22.0,0.818,15.0,35.0,50.0,20.0,7.0,4.0,14.0,9.0,109.0,,,240.0,0.594,0.555,0.415,0.268,35.7,79.5,58.1,54.1,7.9,10.0,13.2,100.0,122.4,110.0,,240.0,240.0,CHO,109,0,2020,20200311,2020-03-11,False
240.0,44.0,91.0,0.484,13.0,29.0,0.448,25.0,31.0,0.806,13.0,36.0,49.0,21.0,11.0,4.0,14.0,17.0,126.0,,,240.0,0.602,0.555,0.319,0.341,32.5,76.6,56.3,47.7,10.7,7.1,11.8,100.0,123.1,103.5,,240.0,240.0,ORL,126,0,1,240.0,39.0,88.0,0.443,9.0,32.0,0.281,19.0,25.0,0.76,11.0,27.0,38.0,21.0,10.0,7.0,18.0,23.0,106.0,,,240.0,0.535,0.494,0.364,0.284,23.4,67.5,43.7,53.8,9.8,11.3,15.4,100.0,103.5,123.1,,240.0,240.0,HOU,106,1,2020,20200308,2020-03-08,True
240.0,39.0,88.0,0.443,9.0,32.0,0.281,19.0,25.0,0.76,11.0,27.0,38.0,21.0,10.0,7.0,18.0,23.0,106.0,,,240.0,0.535,0.494,0.364,0.284,23.4,67.5,43.7,53.8,9.8,11.3,15.4,100.0,103.5,123.1,,240.0,240.0,HOU,106,1,0,240.0,44.0,91.0,0.484,13.0,29.0,0.448,25.0,31.0,0.806,13.0,36.0,49.0,21.0,11.0,4.0,14.0,17.0,126.0,,,240.0,0.602,0.555,0.319,0.341,32.5,76.6,56.3,47.7,10.7,7.1,11.8,100.0,123.1,103.5,,240.0,240.0,ORL,126,0,2020,20200308,2020-03-08,False
240.0,39.0,78.0,0.5,15.0,31.0,0.484,23.0,26.0,0.885,6.0,34.0,40.0,22.0,9.0,5.0,13.0,20.0,116.0,,,240.0,0.648,0.596,0.397,0.333,16.7,91.9,54.8,56.4,9.5,11.1,12.7,100.0,122.2,116.9,,240.0,240.0,IND,116,0,1,240.0,40.0,77.0,0.519,16.0,32.0,0.5,15.0,19.0,0.789,3.0,30.0,33.0,21.0,6.0,5.0,14.0,19.0,111.0,,,240.0,0.65,0.623,0.416,0.247,8.1,83.3,45.2,52.5,6.3,10.6,14.1,100.0,116.9,122.2,,240.0,240.0,SAS,111,1,2020,20200302,2020-03-02,True
240.0,40.0,77.0,0.519,16.0,32.0,0.5,15.0,19.0,0.789,3.0,30.0,33.0,21.0,6.0,5.0,14.0,19.0,111.0,,,240.0,0.65,0.623,0.416,0.247,8.1,83.3,45.2,52.5,6.3,10.6,14.1,100.0,116.9,122.2,,240.0,240.0,SAS,111,1,0,240.0,39.0,78.0,0.5,15.0,31.0,0.484,23.0,26.0,0.885,6.0,34.0,40.0,22.0,9.0,5.0,13.0,20.0,116.0,,,240.0,0.648,0.596,0.397,0.333,16.7,91.9,54.8,56.4,9.5,11.1,12.7,100.0,122.2,116.9,,240.0,240.0,IND,116,0,2020,20200302,2020-03-02,False
240.0,39.0,92.0,0.424,12.0,34.0,0.353,17.0,25.0,0.68,5.0,26.0,31.0,23.0,14.0,3.0,7.0,31.0,107.0,,,240.0,0.519,0.489,0.37,0.272,10.0,83.9,38.3,59.0,13.6,8.8,6.4,100.0,103.8,106.7,,240.0,240.0,CHI,107,0,1,240.0,32.0,64.0,0.5,11.0,30.0,0.367,35.0,41.0,0.854,5.0,45.0,50.0,21.0,4.0,5.0,28.0,24.0,110.0,,,240.0,0.67,0.586,0.469,0.641,16.1,90.0,61.7,65.6,3.9,8.6,25.4,100.0,106.7,103.8,,240.0,240.0,BRK,110,1,2020,20200308,2020-03-08,False
240.0,32.0,64.0,0.5,11.0,30.0,0.367,35.0,41.0,0.854,5.0,45.0,50.0,21.0,4.0,5.0,28.0,24.0,110.0,,,240.0,0.67,0.586,0.469,0.641,16.1,90.0,61.7,65.6,3.9,8.6,25.4,100.0,106.7,103.8,,240.0,240.0,BRK,110,1,0,240.0,39.0,92.0,0.424,12.0,34.0,0.353,17.0,25.0,0.68,5.0,26.0,31.0,23.0,14.0,3.0,7.0,31.0,107.0,,,240.0,0.519,0.489,0.37,0.272,10.0,83.9,38.3,59.0,13.6,8.8,6.4,100.0,103.8,106.7,,240.0,240.0,CHI,107,0,2020,20200308,2020-03-08,True
240.0,34.0,90.0,0.378,15.0,50.0,0.3,12.0,18.0,0.667,11.0,37.0,48.0,23.0,8.0,4.0,17.0,15.0,95.0,,,240.0,0.485,0.461,0.556,0.2,20.8,86.0,50.0,67.6,7.8,7.5,14.8,100.0,92.8,106.5,,240.0,240.0,MIL,95,0,1,240.0,41.0,94.0,0.436,16.0,41.0,0.39,11.0,12.0,0.917,6.0,42.0,48.0,28.0,11.0,8.0,12.0,20.0,109.0,,,240.0,0.549,0.521,0.436,0.128,14.0,79.2,50.0,68.3,10.8,20.0,10.8,100.0,106.5,92.8,,240.0,240.0,DEN,109,1,2020,20200309,2020-03-09,False
240.0,41.0,94.0,0.436,16.0,41.0,0.39,11.0,12.0,0.917,6.0,42.0,48.0,28.0,11.0,8.0,12.0,20.0,109.0,,,240.0,0.549,0.521,0.436,0.128,14.0,79.2,50.0,68.3,10.8,20.0,10.8,100.0,106.5,92.8,,240.0,240.0,DEN,109,1,0,240.0,34.0,90.0,0.378,15.0,50.0,0.3,12.0,18.0,0.667,11.0,37.0,48.0,23.0,8.0,4.0,17.0,15.0,95.0,,,240.0,0.485,0.461,0.556,0.2,20.8,86.0,50.0,67.6,7.8,7.5,14.8,100.0,92.8,106.5,,240.0,240.0,MIL,95,0,2020,20200309,2020-03-09,True
240.0,35.0,79.0,0.443,10.0,25.0,0.4,25.0,34.0,0.735,4.0,35.0,39.0,16.0,9.0,7.0,16.0,22.0,105.0,,,240.0,0.559,0.506,0.316,0.43,10.3,76.1,45.9,45.7,8.9,12.7,14.6,100.0,103.7,102.7,,240.0,240.0,OKC,105,0,1,240.0,38.0,92.0,0.413,13.0,37.0,0.351,15.0,19.0,0.789,11.0,35.0,46.0,22.0,9.0,5.0,13.0,25.0,104.0,,,240.0,0.518,0.484,0.402,0.207,23.9,89.7,54.1,57.9,8.9,9.3,11.5,100.0,102.7,103.7,,240.0,240.0,BOS,104,1,2020,20200308,2020-03-08,True
240.0,38.0,92.0,0.413,13.0,37.0,0.351,15.0,19.0,0.789,11.0,35.0,46.0,22.0,9.0,5.0,13.0,25.0,104.0,,,240.0,0.518,0.484,0.402,0.207,23.9,89.7,54.1,57.9,8.9,9.3,11.5,100.0,102.7,103.7,,240.0,240.0,BOS,104,1,0,240.0,35.0,79.0,0.443,10.0,25.0,0.4,25.0,34.0,0.735,4.0,35.0,39.0,16.0,9.0,7.0,16.0,22.0,105.0,,,240.0,0.559,0.506,0.316,0.43,10.3,76.1,45.9,45.7,8.9,12.7,14.6,100.0,103.7,102.7,,240.0,240.0,OKC,105,0,2020,20200308,2020-03-08,False
240.0,35.0,83.0,0.422,9.0,36.0,0.25,18.0,27.0,0.667,12.0,28.0,40.0,20.0,9.0,5.0,15.0,21.0,97.0,,,240.0,0.511,0.476,0.434,0.325,25.0,75.7,47.1,57.1,9.4,8.3,13.7,100.0,101.4,125.4,,240.0,240.0,DEN,97,0,1,240.0,48.0,84.0,0.571,10.0,24.0,0.417,14.0,17.0,0.824,9.0,36.0,45.0,23.0,7.0,3.0,14.0,24.0,120.0,,,240.0,0.656,0.631,0.286,0.202,24.3,75.0,52.9,47.9,7.3,6.4,13.3,100.0,125.4,101.4,,240.0,240.0,LAC,120,1,2020,20200903,2020-09-03,False
240.0,48.0,84.0,0.571,10.0,24.0,0.417,14.0,17.0,0.824,9.0,36.0,45.0,23.0,7.0,3.0,14.0,24.0,120.0,,,240.0,0.656,0.631,0.286,0.202,24.3,75.0,52.9,47.9,7.3,6.4,13.3,100.0,125.4,101.4,,240.0,240.0,LAC,120,1,0,240.0,35.0,83.0,0.422,9.0,36.0,0.25,18.0,27.0,0.667,12.0,28.0,40.0,20.0,9.0,5.0,15.0,21.0,97.0,,,240.0,0.511,0.476,0.434,0.325,25.0,75.7,47.1,57.1,9.4,8.3,13.7,100.0,101.4,125.4,,240.0,240.0,DEN,97,0,2020,20200903,2020-09-03,True
265.0,50.0,94.0,0.532,11.0,28.0,0.393,25.0,34.0,0.735,6.0,41.0,47.0,32.0,14.0,9.0,12.0,23.0,136.0,,,265.0,0.624,0.59,0.298,0.362,13.6,73.2,47.0,64.0,12.2,13.8,9.9,100.0,118.3,113.9,,265.0,265.0,NYK,136,0,1,265.0,48.0,106.0,0.453,14.0,41.0,0.341,21.0,26.0,0.808,15.0,38.0,53.0,26.0,6.0,3.0,17.0,25.0,131.0,,,265.0,0.558,0.519,0.387,0.245,26.8,86.4,53.0,54.2,5.2,4.5,12.6,100.0,113.9,118.3,,265.0,265.0,ATL,131,1,2020,20200311,2020-03-11,True
265.0,48.0,106.0,0.453,14.0,41.0,0.341,21.0,26.0,0.808,15.0,38.0,53.0,26.0,6.0,3.0,17.0,25.0,131.0,,,265.0,0.558,0.519,0.387,0.245,26.8,86.4,53.0,54.2,5.2,4.5,12.6,100.0,113.9,118.3,,265.0,265.0,ATL,131,1,0,265.0,50.0,94.0,0.532,11.0,28.0,0.393,25.0,34.0,0.735,6.0,41.0,47.0,32.0,14.0,9.0,12.0,23.0,136.0,,,265.0,0.624,0.59,0.298,0.362,13.6,73.2,47.0,64.0,12.2,13.8,9.9,100.0,118.3,113.9,,265.0,265.0,NYK,136,0,2020,20200311,2020-03-11,False
240.0,37.0,90.0,0.411,13.0,40.0,0.325,17.0,23.0,0.739,14.0,33.0,47.0,24.0,7.0,3.0,10.0,18.0,104.0,,,240.0,0.519,0.483,0.444,0.256,26.9,80.5,50.5,64.9,7.4,6.4,9.1,100.0,109.5,107.4,,240.0,240.0,BRK,104,0,1,240.0,40.0,87.0,0.46,15.0,40.0,0.375,7.0,12.0,0.583,8.0,38.0,46.0,24.0,7.0,4.0,14.0,22.0,102.0,,,240.0,0.553,0.546,0.46,0.138,19.5,73.1,49.5,60.0,7.4,8.0,13.2,100.0,107.4,109.5,,240.0,240.0,LAL,102,1,2020,20200310,2020-03-10,True
240.0,40.0,87.0,0.46,15.0,40.0,0.375,7.0,12.0,0.583,8.0,38.0,46.0,24.0,7.0,4.0,14.0,22.0,102.0,,,240.0,0.553,0.546,0.46,0.138,19.5,73.1,49.5,60.0,7.4,8.0,13.2,100.0,107.4,109.5,,240.0,240.0,LAL,102,1,0,240.0,37.0,90.0,0.411,13.0,40.0,0.325,17.0,23.0,0.739,14.0,33.0,47.0,24.0,7.0,3.0,10.0,18.0,104.0,,,240.0,0.519,0.483,0.444,0.256,26.9,80.5,50.5,64.9,7.4,6.4,9.1,100.0,109.5,107.4,,240.0,240.0,BRK,104,0,2020,20200310,2020-03-10,False
240.0,41.0,88.0,0.466,13.0,40.0,0.325,9.0,16.0,0.563,6.0,33.0,39.0,23.0,7.0,5.0,13.0,20.0,104.0,,,240.0,0.547,0.54,0.455,0.182,14.0,82.5,47.0,56.1,7.1,9.3,12.0,100.0,105.3,104.3,,240.0,240.0,TOR,104,0,1,240.0,39.0,83.0,0.47,9.0,29.0,0.31,16.0,21.0,0.762,7.0,37.0,44.0,21.0,6.0,7.0,14.0,16.0,103.0,,,240.0,0.558,0.524,0.349,0.253,17.5,86.0,53.0,53.8,6.1,14.6,13.2,100.0,104.3,105.3,,240.0,240.0,BOS,103,1,2020,20200903,2020-09-03,True
240.0,39.0,83.0,0.47,9.0,29.0,0.31,16.0,21.0,0.762,7.0,37.0,44.0,21.0,6.0,7.0,14.0,16.0,103.0,,,240.0,0.558,0.524,0.349,0.253,17.5,86.0,53.0,53.8,6.1,14.6,13.2,100.0,104.3,105.3,,240.0,240.0,BOS,103,1,0,240.0,41.0,88.0,0.466,13.0,40.0,0.325,9.0,16.0,0.563,6.0,33.0,39.0,23.0,7.0,5.0,13.0,20.0,104.0,,,240.0,0.547,0.54,0.455,0.182,14.0,82.5,47.0,56.1,7.1,9.3,12.0,100.0,105.3,104.3,,240.0,240.0,TOR,104,0,2020,20200903,2020-09-03,False
240.0,39.0,87.0,0.448,10.0,35.0,0.286,24.0,28.0,0.857,9.0,36.0,45.0,22.0,8.0,7.0,12.0,28.0,112.0,,,240.0,0.564,0.506,0.402,0.322,20.9,70.6,47.9,56.4,8.0,12.7,10.8,100.0,112.6,103.6,,240.0,240.0,LAL,112,0,1,240.0,34.0,86.0,0.395,7.0,31.0,0.226,28.0,37.0,0.757,15.0,34.0,49.0,12.0,5.0,5.0,15.0,26.0,103.0,,,240.0,0.504,0.436,0.36,0.43,29.4,79.1,52.1,35.3,5.0,9.6,12.8,100.0,103.6,112.6,,240.0,240.0,LAC,103,1,2020,20200308,2020-03-08,True
240.0,34.0,86.0,0.395,7.0,31.0,0.226,28.0,37.0,0.757,15.0,34.0,49.0,12.0,5.0,5.0,15.0,26.0,103.0,,,240.0,0.504,0.436,0.36,0.43,29.4,79.1,52.1,35.3,5.0,9.6,12.8,100.0,103.6,112.6,,240.0,240.0,LAC,103,1,0,240.0,39.0,87.0,0.448,10.0,35.0,0.286,24.0,28.0,0.857,9.0,36.0,45.0,22.0,8.0,7.0,12.0,28.0,112.0,,,240.0,0.564,0.506,0.402,0.322,20.9,70.6,47.9,56.4,8.0,12.7,10.8,100.0,112.6,103.6,,240.0,240.0,LAL,112,0,2020,20200308,2020-03-08,False
240.0,45.0,94.0,0.479,11.0,30.0,0.367,7.0,11.0,0.636,9.0,31.0,40.0,24.0,10.0,5.0,10.0,19.0,108.0,,,240.0,0.546,0.537,0.319,0.117,21.4,75.6,48.2,53.3,10.3,13.2,9.2,100.0,111.1,118.3,,240.0,240.0,CHI,108,0,1,240.0,40.0,81.0,0.494,19.0,43.0,0.442,16.0,25.0,0.64,10.0,33.0,43.0,27.0,5.0,4.0,17.0,15.0,115.0,,,240.0,0.625,0.611,0.531,0.309,24.4,78.6,51.8,67.5,5.1,6.3,15.6,100.0,118.3,111.1,,240.0,240.0,MIN,115,1,2020,20200304,2020-03-04,False
240.0,40.0,81.0,0.494,19.0,43.0,0.442,16.0,25.0,0.64,10.0,33.0,43.0,27.0,5.0,4.0,17.0,15.0,115.0,,,240.0,0.625,0.611,0.531,0.309,24.4,78.6,51.8,67.5,5.1,6.3,15.6,100.0,118.3,111.1,,240.0,240.0,MIN,115,1,0,240.0,45.0,94.0,0.479,11.0,30.0,0.367,7.0,11.0,0.636,9.0,31.0,40.0,24.0,10.0,5.0,10.0,19.0,108.0,,,240.0,0.546,0.537,0.319,0.117,21.4,75.6,48.2,53.3,10.3,13.2,9.2,100.0,111.1,118.3,,240.0,240.0,CHI,108,0,2020,20200304,2020-03-04,True
240.0,39.0,84.0,0.464,13.0,40.0,0.325,29.0,39.0,0.744,9.0,48.0,57.0,22.0,5.0,6.0,14.0,25.0,120.0,,,240.0,0.593,0.542,0.476,0.464,20.0,76.2,52.8,56.4,4.8,10.9,12.2,100.0,114.5,100.2,,240.0,240.0,LAC,120,0,1,240.0,35.0,97.0,0.361,7.0,42.0,0.167,28.0,36.0,0.778,15.0,36.0,51.0,19.0,6.0,5.0,10.0,25.0,105.0,,,240.0,0.465,0.397,0.433,0.371,23.8,80.0,47.2,54.3,5.7,11.4,8.1,100.0,100.2,114.5,,240.0,240.0,HOU,105,1,2020,20200305,2020-03-05,True
240.0,35.0,97.0,0.361,7.0,42.0,0.167,28.0,36.0,0.778,15.0,36.0,51.0,19.0,6.0,5.0,10.0,25.0,105.0,,,240.0,0.465,0.397,0.433,0.371,23.8,80.0,47.2,54.3,5.7,11.4,8.1,100.0,100.2,114.5,,240.0,240.0,HOU,105,1,0,240.0,39.0,84.0,0.464,13.0,40.0,0.325,29.0,39.0,0.744,9.0,48.0,57.0,22.0,5.0,6.0,14.0,25.0,120.0,,,240.0,0.593,0.542,0.476,0.464,20.0,76.2,52.8,56.4,4.8,10.9,12.2,100.0,114.5,100.2,,240.0,240.0,LAC,120,0,2020,20200305,2020-03-05,False
240.0,42.0,86.0,0.488,6.0,23.0,0.261,17.0,23.0,0.739,11.0,36.0,47.0,32.0,7.0,3.0,14.0,28.0,107.0,,,240.0,0.557,0.523,0.267,0.267,25.6,73.5,51.1,76.2,7.0,4.8,12.7,100.0,107.3,117.3,,240.0,240.0,PHO,107,0,1,240.0,43.0,90.0,0.478,7.0,28.0,0.25,24.0,34.0,0.706,13.0,32.0,45.0,25.0,9.0,5.0,12.0,17.0,117.0,,,240.0,0.557,0.517,0.311,0.378,26.5,74.4,48.9,58.1,9.0,7.9,10.3,100.0,117.3,107.3,,240.0,240.0,LAL,117,1,2020,20200101,2020-01-01,False
